Case ID,Activity,Complete Timestamp,Resource
Case702,Closed,2010-07-14 12:50:17+00:00,Value 5
Case703,Assign seriousness,2010-06-08 12:59:46+00:00,Value 15
Case703,Take in charge ticket,2010-06-10 07:20:57+00:00,Value 12
Case703,Wait,2010-06-10 07:22:51+00:00,Value 12
Case703,Take in charge ticket,2010-06-14 13:01:25+00:00,Value 12
Case703,Resolve ticket,2010-06-14 13:01:35+00:00,Value 12
Case703,Closed,2010-07-09 13:00:21+00:00,Value 5
Case704,Assign seriousness,2012-06-25 08:52:06+00:00,Value 9
Case704,Take in charge ticket,2012-06-26 15:24:57+00:00,Value 13
Case704,Resolve ticket,2012-07-20 09:59:43+00:00,Value 13
Case704,Closed,2012-08-04 09:59:57+00:00,Value 5
Case705,Assign seriousness,2012-04-06 15:00:32+00:00,Value 1
Case705,Resolve ticket,2012-04-06 15:16:02+00:00,Value 1
Case705,Closed,2012-05-11 15:11:57+00:00,Value 5
Case706,Assign seriousness,2012-04-24 15:31:51+00:00,Value 2
Case706,Take in charge ticket,2012-04-26 08:09:15+00:00,Value 6
Case706,Resolve ticket,2012-04-26 08:27:23+00:00,Value 17
Case706,Closed,2012-06-22 15:40:48+00:00,Value 5
Case707,Assign seriousness,2010-02-22 14:02:29+00:00,Value 2
Case707,Take in charge ticket,2010-02-22 14:02:39+00:00,Value 2
Case707,Resolve ticket,2010-03-09 16:17:19+00:00,Value 2
Case707,Closed,2010-03-25 14:10:31+00:00,Value 5
Case708,Assign seriousness,2012-10-15 16:02:28+00:00,Value 9
Case708,Take in charge ticket,2012-10-16 06:51:20+00:00,Value 3
Case708,Wait,2012-10-16 07:48:44+00:00,Value 2
Case708,Resolve ticket,2012-11-06 09:57:59+00:00,Value 2
Case708,Closed,2012-11-21 09:58:10+00:00,Value 3
Case709,Assign seriousness,2010-03-15 15:42:39+00:00,Value 15
Case709,Assign seriousness,2010-03-15 15:50:35+00:00,Value 2
Case709,Take in charge ticket,2010-03-16 10:53:17+00:00,Value 15
Case709,Resolve ticket,2010-03-16 10:53:29+00:00,Value 15
Case709,Resolve ticket,2010-03-24 08:23:18+00:00,Value 21
Case709,Closed,2010-04-28 14:50:24+00:00,Value 5
Case710,Assign seriousness,2010-04-20 13:31:56+00:00,Value 2
Case710,Take in charge ticket,2010-04-20 14:19:41+00:00,Value 2
Case710,Resolve ticket,2010-04-20 14:19:45+00:00,Value 2
Case710,Closed,2010-05-21 13:40:28+00:00,Value 5
Case711,Assign seriousness,2011-05-12 10:00:48+00:00,Value 8
Case711,Take in charge ticket,2011-05-12 10:01:22+00:00,Value 8
Case711,Resolve ticket,2011-05-16 10:28:31+00:00,Value 17
Case711,Closed,2011-06-25 10:11:25+00:00,Value 5
Case712,Assign seriousness,2011-08-22 10:13:17+00:00,Value 13
Case712,Take in charge ticket,2011-08-22 13:41:16+00:00,Value 13
Case712,Wait,2011-08-23 13:41:21+00:00,Value 13
Case712,Resolve ticket,2011-08-24 14:23:14+00:00,Value 13
Case712,Closed,2011-09-23 11:00:18+00:00,Value 5
Case713,Insert ticket,2010-10-18 12:21:06+00:00,Value 14
Case713,Assign seriousness,2010-10-18 12:21:35+00:00,Value 14
Case713,Take in charge ticket,2010-10-18 12:27:51+00:00,Value 14
Case713,Resolve ticket,2010-11-05 17:07:01+00:00,Value 2
Case713,Closed,2010-11-20 17:07:15+00:00,Value 5
Case714,Assign seriousness,2011-10-20 10:17:17+00:00,Value 1
Case714,Take in charge ticket,2011-10-20 10:22:06+00:00,Value 2
Case714,Resolve ticket,2011-10-20 14:49:24+00:00,Value 2
Case714,Closed,2011-11-27 11:21:58+00:00,Value 5
Case715,Assign seriousness,2010-07-28 09:38:37+00:00,Value 16
Case715,Take in charge ticket,2010-07-28 09:50:44+00:00,Value 16
Case715,Wait,2010-07-28 09:51:16+00:00,Value 16
Case715,Take in charge ticket,2010-08-30 13:31:04+00:00,Value 6
Case715,Resolve ticket,2010-08-30 13:31:33+00:00,Value 6
Case715,Closed,2010-09-14 13:31:53+00:00,Value 5
Case716,Assign seriousness,2012-03-21 13:43:53+00:00,Value 1
Case716,Take in charge ticket,2012-03-21 16:23:56+00:00,Value 1
Case716,Resolve ticket,2012-03-22 11:09:33+00:00,Value 1
Case716,Resolve ticket,2012-03-22 11:09:34+00:00,Value 1
Case716,Closed,2012-04-28 12:50:31+00:00,Value 5
Case717,Assign seriousness,2012-05-02 13:08:47+00:00,Value 1
Case717,Take in charge ticket,2012-05-03 07:59:49+00:00,Value 9
Case717,Resolve ticket,2012-05-03 10:35:42+00:00,Value 9
Case717,Closed,2012-06-09 13:10:47+00:00,Value 5
Case718,Assign seriousness,2011-11-29 09:47:09+00:00,Value 4
Case718,Take in charge ticket,2011-12-01 09:11:46+00:00,Value 6
Case718,Resolve ticket,2011-12-06 11:20:18+00:00,Value 17
Case718,Closed,2012-01-12 09:50:28+00:00,Value 5
Case719,Assign seriousness,2011-09-13 13:05:34+00:00,Value 6
Case719,Take in charge ticket,2011-09-13 14:07:39+00:00,Value 6
Case719,Resolve ticket,2011-09-19 12:07:26+00:00,Value 6
Case719,Closed,2011-11-11 14:10:28+00:00,Value 5
Case720,Assign seriousness,2011-11-21 13:38:34+00:00,Value 2
Case720,Take in charge ticket,2011-11-21 13:38:48+00:00,Value 2
Case720,Resolve ticket,2011-11-21 13:44:53+00:00,Value 2
Case720,Closed,2012-01-19 13:40:34+00:00,Value 5
Case721,Assign seriousness,2012-05-02 12:29:25+00:00,Value 1
Case721,Take in charge ticket,2012-05-04 14:01:53+00:00,Value 4
Case721,Resolve ticket,2012-05-08 13:59:59+00:00,Value 4
Case721,Closed,2012-06-02 12:30:15+00:00,Value 5
Case722,Assign seriousness,2012-04-30 10:02:19+00:00,Value 1
Case722,Take in charge ticket,2012-04-30 10:05:16+00:00,Value 1
Case722,Resolve ticket,2012-04-30 12:03:28+00:00,Value 1
Case722,Closed,2012-05-31 10:10:48+00:00,Value 5
Case723,Assign seriousness,2011-12-20 09:49:57+00:00,Value 1
Case723,Take in charge ticket,2011-12-20 11:37:14+00:00,Value 2
Case723,Resolve ticket,2011-12-20 11:43:09+00:00,Value 2
Case723,Closed,2012-01-27 09:50:47+00:00,Value 5
Case724,Assign seriousness,2011-11-24 08:48:59+00:00,Value 1
Case724,Take in charge ticket,2011-11-29 11:55:52+00:00,Value 4
Case724,Resolve ticket,2011-12-01 08:56:02+00:00,Value 4
Case724,Closed,2012-01-11 08:50:53+00:00,Value 5
Case725,Assign seriousness,2011-01-10 09:08:37+00:00,Value 8
Case725,Assign seriousness,2011-01-10 15:19:52+00:00,Value 8
Case725,Assign seriousness,2011-01-12 15:58:03+00:00,Value 15
Case725,Take in charge ticket,2011-01-12 15:58:14+00:00,Value 15
Case725,Resolve ticket,2011-01-13 13:45:11+00:00,Value 15
Case725,Closed,2011-02-23 09:11:13+00:00,Value 5
Case726,Assign seriousness,2011-10-11 10:28:46+00:00,Value 1
Case726,Take in charge ticket,2011-10-12 15:08:05+00:00,Value 4
Case726,Resolve ticket,2011-10-12 15:22:23+00:00,Value 4
Case726,Closed,2011-11-24 11:30:24+00:00,Value 5
Case727,Assign seriousness,2010-07-28 10:06:11+00:00,Value 19
Case727,Take in charge ticket,2010-07-28 10:06:21+00:00,Value 19
Case727,Resolve ticket,2010-07-28 10:06:33+00:00,Value 19
Case727,Take in charge ticket,2010-07-28 14:10:53+00:00,Value 19
Case727,Wait,2010-07-28 14:18:04+00:00,Value 19
Case727,Take in charge ticket,2010-08-23 13:28:45+00:00,Value 19
Case727,Resolve ticket,2010-08-23 13:28:52+00:00,Value 19
Case727,Closed,2010-09-07 13:29:07+00:00,Value 5
Case728,Assign seriousness,2013-01-25 16:42:32+00:00,Value 1
Case728,Take in charge ticket,2013-02-06 17:08:42+00:00,Value 2
Case728,Resolve ticket,2013-02-13 09:00:01+00:00,Value 2
Case728,Closed,2013-02-28 09:00:10+00:00,Value 3
Case729,Assign seriousness,2011-05-27 09:23:42+00:00,Value 2
Case729,Take in charge ticket,2011-06-09 16:06:40+00:00,Value 10
Case729,Resolve ticket,2011-06-10 13:56:43+00:00,Value 9
Case729,Closed,2011-07-14 09:30:25+00:00,Value 5
Case730,Assign seriousness,2011-05-05 15:58:43+00:00,Value 8
Case730,Take in charge ticket,2011-05-05 15:59:14+00:00,Value 8
Case730,Wait,2011-05-06 13:33:21+00:00,Value 9
Case730,Take in charge ticket,2011-06-09 15:24:23+00:00,Value 9
Case730,Resolve ticket,2011-06-09 15:24:36+00:00,Value 9
Case730,Closed,2011-06-24 15:24:53+00:00,Value 5
Case731,Assign seriousness,2012-02-08 08:45:15+00:00,Value 4
Case731,Take in charge ticket,2012-02-08 08:46:12+00:00,Value 4
Case731,Take in charge ticket,2012-02-08 08:50:55+00:00,Value 4
Case731,Resolve ticket,2012-02-08 09:04:47+00:00,Value 9
Case731,Closed,2012-03-11 08:50:35+00:00,Value 5
Case732,Assign seriousness,2013-03-15 08:46:36+00:00,Value 1
Case732,Create SW anomaly,2013-03-18 13:20:54+00:00,Value 1
Case732,Take in charge ticket,2013-03-18 13:32:28+00:00,Value 2
Case732,Create SW anomaly,2013-03-18 13:32:39+00:00,Value 1
Case732,Require upgrade,2013-03-22 09:08:41+00:00,Value 2
Case732,VERIFIED,2013-03-22 10:08:40+00:00,Value 2
Case732,DUPLICATE,2013-03-22 10:08:40+00:00,Value 2
Case732,Resolve ticket,2013-04-19 13:24:54+00:00,Value 14
Case732,Closed,2013-05-04 13:25:10+00:00,Value 3
Case733,Assign seriousness,2012-02-01 13:17:35+00:00,Value 4
Case733,Take in charge ticket,2012-02-02 13:43:52+00:00,Value 10
Case733,Resolve ticket,2012-02-08 14:25:08+00:00,Value 10
Case733,Closed,2012-03-10 13:20:59+00:00,Value 5
Case734,Assign seriousness,2010-07-08 07:38:34+00:00,Value 9
Case734,Take in charge ticket,2010-08-03 09:17:48+00:00,Value 16
Case734,Resolve ticket,2010-08-03 12:23:10+00:00,Value 6
Case734,Closed,2010-08-18 12:23:26+00:00,Value 5
Case735,Assign seriousness,2010-08-04 08:30:30+00:00,Value 12
Case735,Take in charge ticket,2010-08-04 12:45:34+00:00,Value 17
Case735,Resolve ticket,2010-08-04 13:21:00+00:00,Value 17
Case735,Closed,2010-09-10 08:40:20+00:00,Value 5
Case736,Assign seriousness,2012-01-10 16:22:31+00:00,Value 1
Case736,Take in charge ticket,2012-01-16 16:49:43+00:00,Value 2
Case736,Resolve ticket,2012-01-17 11:55:34+00:00,Value 2
Case736,Closed,2012-03-02 16:30:40+00:00,Value 5
Case737,Assign seriousness,2011-09-28 12:08:34+00:00,Value 1
Case737,Take in charge ticket,2011-09-28 13:51:37+00:00,Value 2
Case737,Resolve ticket,2011-09-29 16:34:20+00:00,Value 2
Case737,Closed,2011-11-04 13:10:22+00:00,Value 5
Case738,Assign seriousness,2012-04-19 10:11:09+00:00,Value 1
Case738,Assign seriousness,2012-04-19 13:38:11+00:00,Value 13
Case738,Take in charge ticket,2012-04-19 13:38:20+00:00,Value 13
Case738,Resolve ticket,2012-04-27 08:32:07+00:00,Value 1
Case738,Closed,2012-06-02 10:20:28+00:00,Value 5
Case739,Assign seriousness,2011-09-28 07:12:44+00:00,Value 1
Case739,Take in charge ticket,2011-09-28 08:28:27+00:00,Value 16
Case739,Resolve ticket,2011-09-28 15:53:27+00:00,Value 16
Case739,Closed,2011-10-29 07:20:31+00:00,Value 5
Case740,Assign seriousness,2011-05-26 08:10:00+00:00,Value 8
Case740,Take in charge ticket,2011-05-26 08:10:21+00:00,Value 8
Case740,Resolve ticket,2011-05-26 09:28:15+00:00,Value 13
Case740,Closed,2011-07-03 08:10:42+00:00,Value 5
Case741,Assign seriousness,2012-07-26 10:30:53+00:00,Value 1
Case741,Take in charge ticket,2012-07-26 15:13:57+00:00,Value 4
Case741,Resolve ticket,2012-07-31 09:29:21+00:00,Value 4
Case741,Closed,2012-09-02 10:40:27+00:00,Value 5
Case742,Assign seriousness,2011-11-16 10:53:41+00:00,Value 1
Case742,Resolve ticket,2011-11-17 15:43:26+00:00,Value 1
Case742,Closed,2011-12-17 11:02:13+00:00,Value 5
Case743,Assign seriousness,2012-01-12 14:19:54+00:00,Value 1
Case743,Take in charge ticket,2012-01-12 16:58:23+00:00,Value 1
Case743,Resolve ticket,2012-01-13 09:50:13+00:00,Value 1
Case743,Resolve ticket,2012-01-13 09:50:13+00:00,Value 1
Case743,Closed,2012-02-14 14:20:23+00:00,Value 5
Case744,Assign seriousness,2011-08-30 14:08:50+00:00,Value 13
Case744,Take in charge ticket,2011-08-31 09:55:37+00:00,Value 13
Case744,Wait,2011-09-15 13:54:02+00:00,Value 13
Case744,Resolve ticket,2011-09-22 12:34:45+00:00,Value 13
Case744,Closed,2011-10-07 12:50:29+00:00,Value 5
Case745,Assign seriousness,2012-01-03 16:07:37+00:00,Value 1
Case745,Take in charge ticket,2012-01-04 10:29:40+00:00,Value 4
Case745,Resolve ticket,2012-01-04 10:47:56+00:00,Value 4
Case745,Closed,2012-02-10 16:10:24+00:00,Value 5
Case746,Assign seriousness,2012-01-17 09:46:11+00:00,Value 4
Case746,Take in charge ticket,2012-01-17 11:39:18+00:00,Value 10
Case746,Resolve ticket,2012-01-30 16:03:09+00:00,Value 10
Case746,Closed,2012-02-17 09:50:35+00:00,Value 5
Case747,Assign seriousness,2013-03-22 09:57:06+00:00,Value 1
Case747,Take in charge ticket,2013-04-09 07:13:06+00:00,Value 2
Case747,Wait,2013-04-09 07:47:39+00:00,Value 4
Case747,Resolve ticket,2013-04-10 13:36:07+00:00,Value 4
Case747,Closed,2013-04-25 13:36:20+00:00,Value 3
Case748,Assign seriousness,2011-05-31 14:03:05+00:00,Value 2
Case748,Take in charge ticket,2011-05-31 14:03:15+00:00,Value 2
Case748,Wait,2011-06-15 08:03:55+00:00,Value 2
Case748,Take in charge ticket,2011-06-21 15:31:03+00:00,Value 2
Case748,Resolve ticket,2011-06-21 15:35:58+00:00,Value 2
Case748,Closed,2011-07-21 15:36:28+00:00,Value 5
Case749,Assign seriousness,2012-05-18 15:27:42+00:00,Value 1
Case749,Take in charge ticket,2012-05-18 15:27:52+00:00,Value 1
Case749,Wait,2012-05-30 14:50:55+00:00,Value 1
Case749,Resolve ticket,2012-05-31 07:50:25+00:00,Value 4
Case749,Resolve ticket,2012-05-31 07:50:27+00:00,Value 4
Case749,Closed,2012-06-30 07:50:52+00:00,Value 5
Case750,Assign seriousness,2011-01-04 08:53:30+00:00,Value 11
Case750,Assign seriousness,2011-01-11 15:13:25+00:00,Value 2
Case750,Take in charge ticket,2011-01-21 14:23:17+00:00,Value 11
Case750,Resolve ticket,2011-01-21 14:23:23+00:00,Value 11
Case750,Closed,2011-02-20 14:23:42+00:00,Value 5
Case751,Insert ticket,2011-06-24 15:24:10+00:00,Value 7
Case751,Assign seriousness,2011-06-28 09:31:25+00:00,Value 8
Case751,Assign seriousness,2011-06-28 09:31:26+00:00,Value 8
Case751,Take in charge ticket,2011-06-28 12:49:33+00:00,Value 9
Case751,Resolve ticket,2011-06-28 13:34:37+00:00,Value 9
Case751,Closed,2011-07-27 15:30:55+00:00,Value 5
Case752,Assign seriousness,2012-04-26 12:46:58+00:00,Value 1
Case752,Take in charge ticket,2012-04-26 13:03:20+00:00,Value 10
Case752,Resolve ticket,2012-05-11 15:42:41+00:00,Value 4
Case752,Closed,2012-05-29 12:50:40+00:00,Value 5
Case753,Assign seriousness,2011-11-23 11:31:14+00:00,Value 4
Case753,Take in charge ticket,2011-11-23 11:32:01+00:00,Value 4
Case753,Resolve ticket,2011-11-23 13:13:50+00:00,Value 4
Case753,Closed,2011-12-28 11:40:21+00:00,Value 5
Case754,Assign seriousness,2011-12-14 13:18:21+00:00,Value 1
Case754,Take in charge ticket,2011-12-16 09:08:43+00:00,Value 13
Case754,Wait,2011-12-16 09:38:42+00:00,Value 13
Case754,Take in charge ticket,2011-12-23 15:56:44+00:00,Value 13
Case754,Resolve ticket,2012-01-11 14:45:19+00:00,Value 13
Case754,Closed,2012-01-26 14:45:30+00:00,Value 5
Case755,Assign seriousness,2012-08-03 15:42:59+00:00,Value 13
Case755,Take in charge ticket,2012-08-06 10:51:23+00:00,Value 13
Case755,Resolve ticket,2012-08-07 14:57:14+00:00,Value 13
Case755,Closed,2012-09-08 15:50:31+00:00,Value 5
Case756,Assign seriousness,2012-01-17 10:24:07+00:00,Value 4
Case756,Take in charge ticket,2012-01-17 11:47:32+00:00,Value 4
Case756,Resolve ticket,2012-01-18 09:31:15+00:00,Value 4
Case756,Closed,2012-03-14 10:25:35+00:00,Value 5
Case757,Assign seriousness,2012-12-04 08:22:05+00:00,Value 1
Case757,Take in charge ticket,2012-12-05 13:38:24+00:00,Value 2
Case757,Require upgrade,2012-12-06 17:00:53+00:00,Value 2
Case757,Wait,2012-12-10 08:20:39+00:00,Value 2
Case757,Resolve ticket,2013-01-11 10:54:50+00:00,Value 2
Case757,Closed,2013-01-26 10:55:10+00:00,Value 3
Case758,Assign seriousness,2011-11-16 11:05:40+00:00,Value 4
Case758,Take in charge ticket,2011-11-16 16:07:45+00:00,Value 9
Case758,Wait,2011-11-21 09:41:10+00:00,Value 9
Case758,Resolve ticket,2011-12-02 13:31:44+00:00,Value 9
Case758,Closed,2012-01-06 15:00:25+00:00,Value 5
Case759,Assign seriousness,2010-09-09 16:05:39+00:00,Value 9
Case759,Assign seriousness,2010-09-13 13:43:14+00:00,Value 2
Case759,Take in charge ticket,2010-09-13 13:43:21+00:00,Value 2
Case759,Resolve ticket,2010-09-13 13:43:40+00:00,Value 2
Case759,Closed,2010-10-23 16:00:34+00:00,Value 5
Case760,Assign seriousness,2012-01-16 14:05:59+00:00,Value 1
Case760,Take in charge ticket,2012-01-23 11:59:24+00:00,Value 1
Case760,Resolve ticket,2012-01-27 10:16:12+00:00,Value 1
Case760,Closed,2012-02-16 14:10:29+00:00,Value 5
Case761,Assign seriousness,2011-08-12 14:34:43+00:00,Value 9
Case761,Take in charge ticket,2011-08-29 10:16:10+00:00,Value 2
Case761,Resolve ticket,2011-08-29 10:17:20+00:00,Value 2
Case761,Closed,2011-09-29 14:40:29+00:00,Value 5
Case762,Assign seriousness,2011-11-10 16:56:38+00:00,Value 4
Case762,Take in charge ticket,2011-11-11 11:07:07+00:00,Value 4
Case762,Resolve ticket,2011-11-16 09:25:50+00:00,Value 4
Case762,Closed,2011-12-13 17:00:20+00:00,Value 5
Case763,Assign seriousness,2011-10-05 10:03:43+00:00,Value 1
Case763,Take in charge ticket,2011-10-07 12:38:31+00:00,Value 9
Case763,Resolve ticket,2011-10-10 08:43:13+00:00,Value 9
Case763,Closed,2011-11-05 11:10:12+00:00,Value 5
Case764,Assign seriousness,2011-11-24 10:09:21+00:00,Value 1
Case764,Take in charge ticket,2011-11-24 14:20:25+00:00,Value 12
Case764,Resolve ticket,2011-11-24 14:23:50+00:00,Value 12
Case764,Closed,2012-01-07 10:10:26+00:00,Value 5
Case765,Assign seriousness,2010-02-05 11:15:48+00:00,Value 2
Case765,Take in charge ticket,2010-02-12 11:14:18+00:00,Value 2
Case765,Resolve ticket,2010-02-24 17:09:08+00:00,Value 2
Case765,Closed,2010-03-11 17:09:42+00:00,Value 5
Case766,Assign seriousness,2012-02-16 16:49:17+00:00,Value 13
Case766,Take in charge ticket,2012-02-22 17:14:56+00:00,Value 13
Case766,Resolve ticket,2012-02-28 10:24:47+00:00,Value 2
Case766,Closed,2012-03-20 16:50:20+00:00,Value 5
Case767,Assign seriousness,2012-02-22 14:21:08+00:00,Value 1
Case767,Take in charge ticket,2012-02-23 11:37:08+00:00,Value 2
Case767,Resolve ticket,2012-02-27 09:17:35+00:00,Value 2
Case767,Closed,2012-03-24 14:30:28+00:00,Value 5
Case768,Assign seriousness,2012-07-26 10:16:27+00:00,Value 1
Case768,Take in charge ticket,2012-07-26 10:51:00+00:00,Value 13
Case768,Take in charge ticket,2012-07-26 10:51:58+00:00,Value 13
Case768,Wait,2012-07-30 15:20:39+00:00,Value 13
Case768,Resolve ticket,2012-08-02 12:11:08+00:00,Value 13
Case768,Closed,2012-09-15 07:20:29+00:00,Value 5
Case769,Assign seriousness,2012-09-25 15:52:31+00:00,Value 1
Case769,Take in charge ticket,2012-09-28 10:39:23+00:00,Value 3
Case769,Resolve ticket,2012-10-17 08:16:18+00:00,Value 2
Case769,Closed,2012-11-01 09:16:38+00:00,Value 3
Case770,Assign seriousness,2012-01-31 09:02:08+00:00,Value 4
Case770,Take in charge ticket,2012-01-31 09:03:04+00:00,Value 4
Case770,Wait,2012-02-08 16:01:24+00:00,Value 4
Case770,Resolve ticket,2012-02-13 08:59:31+00:00,Value 4
Case770,Closed,2012-03-06 11:01:45+00:00,Value 5
Case771,Insert ticket,2010-09-03 16:00:06+00:00,Value 14
Case771,Assign seriousness,2010-09-03 16:00:30+00:00,Value 14
Case771,Take in charge ticket,2010-09-03 16:00:57+00:00,Value 14
Case771,Resolve ticket,2010-09-06 09:02:43+00:00,Value 14
Case771,Closed,2010-11-01 17:00:52+00:00,Value 5
Case772,Assign seriousness,2012-03-23 14:44:14+00:00,Value 4
Case772,Take in charge ticket,2012-03-23 14:44:57+00:00,Value 4
Case772,Resolve ticket,2012-03-23 16:02:36+00:00,Value 4
Case772,Closed,2012-04-25 13:50:33+00:00,Value 5
Case773,Assign seriousness,2012-06-07 14:20:07+00:00,Value 1
Case773,Take in charge ticket,2012-06-20 13:56:21+00:00,Value 2
Case773,Resolve ticket,2012-06-26 09:03:05+00:00,Value 1
Case773,Closed,2012-07-11 09:03:18+00:00,Value 5
Case774,Assign seriousness,2010-10-14 08:35:49+00:00,Value 2
Case774,Assign seriousness,2010-10-14 08:36:10+00:00,Value 2
Case774,Take in charge ticket,2010-10-14 08:36:18+00:00,Value 2
Case774,Resolve ticket,2010-10-15 06:54:51+00:00,Value 2
Case774,Closed,2010-11-17 09:40:40+00:00,Value 5
Case775,Assign seriousness,2013-08-07 12:35:03+00:00,Value 9
Case775,Take in charge ticket,2013-08-21 11:03:34+00:00,Value 9
Case775,Wait,2013-08-23 09:19:02+00:00,Value 9
Case775,Resolve ticket,2013-09-17 09:44:00+00:00,Value 9
Case775,Closed,2013-10-02 09:44:19+00:00,Value 3
Case776,Assign seriousness,2012-06-04 14:55:36+00:00,Value 13
Case776,Take in charge ticket,2012-06-06 08:51:45+00:00,Value 7
Case776,Resolve ticket,2012-06-06 08:51:59+00:00,Value 7
Case776,Closed,2012-07-20 15:00:34+00:00,Value 5
Case777,Assign seriousness,2012-03-08 09:52:53+00:00,Value 1
Case777,Assign seriousness,2012-03-09 15:02:58+00:00,Value 2
Case777,Resolve ticket,2012-03-09 15:38:51+00:00,Value 2
Case777,Closed,2012-04-25 09:00:31+00:00,Value 5
Case778,Assign seriousness,2011-12-30 16:06:55+00:00,Value 1
Case778,Take in charge ticket,2012-01-03 08:52:43+00:00,Value 9
Case778,Resolve ticket,2012-01-16 13:58:08+00:00,Value 9
Case778,Closed,2012-01-31 13:58:22+00:00,Value 5
Case779,Assign seriousness,2010-11-18 15:05:54+00:00,Value 14
Case779,Take in charge ticket,2010-11-18 15:27:06+00:00,Value 2
Case779,Wait,2010-11-19 08:38:23+00:00,Value 2
Case779,Take in charge ticket,2010-11-23 11:32:32+00:00,Value 2
Case779,Resolve ticket,2010-11-23 11:32:51+00:00,Value 2
Case779,Closed,2010-12-26 09:11:49+00:00,Value 5
Case780,Assign seriousness,2012-10-23 15:53:45+00:00,Value 13
Case780,Take in charge ticket,2012-11-08 08:15:24+00:00,Value 9
Case780,Wait,2012-11-08 08:29:54+00:00,Value 9
Case780,Resolve ticket,2012-11-08 09:52:10+00:00,Value 9
Case780,Closed,2012-11-23 09:52:23+00:00,Value 3
Case781,Assign seriousness,2010-10-06 12:56:02+00:00,Value 7
Case781,Take in charge ticket,2010-10-07 09:02:04+00:00,Value 2
Case781,Resolve ticket,2010-10-07 13:54:11+00:00,Value 2
Case781,Take in charge ticket,2010-11-18 09:33:11+00:00,Value 2
Case781,Resolve ticket,2010-11-18 14:29:38+00:00,Value 2
Case781,Resolve ticket,2010-11-18 14:29:38+00:00,Value 2
Case781,Closed,2010-12-03 14:29:47+00:00,Value 5
Case782,Assign seriousness,2013-02-13 14:48:56+00:00,Value 4
Case782,Take in charge ticket,2013-02-18 16:41:56+00:00,Value 2
Case782,Wait,2013-02-20 08:55:13+00:00,Value 2
Case782,Resolve ticket,2013-03-01 16:26:18+00:00,Value 2
Case782,Closed,2013-03-16 16:26:36+00:00,Value 3
Case783,Assign seriousness,2012-07-04 08:19:43+00:00,Value 1
Case783,Take in charge ticket,2012-07-09 12:33:08+00:00,Value 1
Case783,Resolve ticket,2012-07-10 09:04:54+00:00,Value 1
Case783,Closed,2012-08-04 08:20:27+00:00,Value 5
Case784,Assign seriousness,2011-08-29 08:20:58+00:00,Value 2
Case784,Take in charge ticket,2011-09-01 10:00:46+00:00,Value 16
Case784,Resolve ticket,2011-09-01 14:25:19+00:00,Value 16
Case784,Resolve ticket,2011-09-01 14:25:19+00:00,Value 16
Case784,Closed,2011-10-27 08:30:52+00:00,Value 5
Case785,Assign seriousness,2012-04-04 15:32:35+00:00,Value 1
Case785,Take in charge ticket,2012-04-04 15:32:55+00:00,Value 1
Case785,Resolve ticket,2012-04-05 07:48:31+00:00,Value 1
Case785,Closed,2012-05-05 15:40:23+00:00,Value 5
Case786,Assign seriousness,2010-11-11 08:44:45+00:00,Value 14
Case786,Assign seriousness,2010-11-11 09:10:45+00:00,Value 2
Case786,Take in charge ticket,2010-11-18 15:32:05+00:00,Value 2
Case786,Take in charge ticket,2010-11-23 16:27:56+00:00,Value 2
Case786,Resolve ticket,2010-11-30 14:41:44+00:00,Value 7
Case786,Closed,2010-12-30 14:42:08+00:00,Value 5
Case787,Assign seriousness,2012-07-20 07:23:06+00:00,Value 1
Case787,Take in charge ticket,2012-07-20 08:02:06+00:00,Value 13
Case787,Resolve ticket,2012-07-20 14:19:15+00:00,Value 1
Case787,Closed,2012-09-06 07:30:53+00:00,Value 5
Case788,Assign seriousness,2012-07-24 15:10:51+00:00,Value 1
Case788,Take in charge ticket,2012-07-25 12:47:40+00:00,Value 4
Case788,Wait,2012-07-27 09:07:49+00:00,Value 4
Case788,Resolve ticket,2012-07-27 13:09:34+00:00,Value 4
Case788,Closed,2012-09-01 09:20:21+00:00,Value 5
Case789,Assign seriousness,2011-03-29 08:07:45+00:00,Value 8
Case789,Take in charge ticket,2011-03-29 08:08:13+00:00,Value 8
Case789,Resolve ticket,2011-03-29 15:45:33+00:00,Value 13
Case789,Closed,2011-04-29 08:10:30+00:00,Value 5
Case790,Assign seriousness,2012-03-22 14:36:48+00:00,Value 1
Case790,Take in charge ticket,2012-03-26 11:55:24+00:00,Value 9
Case790,Wait,2012-03-26 13:15:21+00:00,Value 9
Case790,Resolve ticket,2012-03-28 10:55:14+00:00,Value 9
Case790,Closed,2012-05-11 12:20:15+00:00,Value 5
Case791,Assign seriousness,2010-01-21 08:49:07+00:00,Value 2
Case791,Take in charge ticket,2010-02-19 10:43:41+00:00,Value 2
Case791,Resolve ticket,2010-02-19 10:43:47+00:00,Value 2
Case791,Closed,2010-03-21 10:44:31+00:00,Value 5
Case792,Assign seriousness,2010-07-07 14:29:57+00:00,Value 14
Case792,Take in charge ticket,2010-07-26 14:23:55+00:00,Value 2
Case792,Resolve ticket,2010-07-26 14:24:29+00:00,Value 2
Case792,Closed,2010-08-25 14:24:47+00:00,Value 5
Case793,Assign seriousness,2010-07-13 08:45:52+00:00,Value 2
Case793,Take in charge ticket,2010-07-13 08:48:07+00:00,Value 2
Case793,Resolve ticket,2010-07-13 13:07:59+00:00,Value 2
